"Alabama, Alabama"
Frankenmuth
Fremont
James
Jonesfield
Merrill village
Balance of Jonesfield
Kochville
Lakefield
Maple Grove
Marion
Richland
Saginaw
Saginaw
Saginaw charter
St. Charles
St. Charles village (pt.)
Balance of St. Charles
Spaulding
Swan Creek
St. Charles village (pt.)
Balance of Swan Creek
Taymouth
Thomas
Tittabawassee
Zilwaukee
Zilwaukee
Zilwaukee
St. Clair County
Algonac
Capac village
Emmett village
Marine City
Marysville
Memphis
Port Huron
Richmond
St. Clair
Yale
Balance of St. Clair County
Algonac
Algonac
Berlin
Brockway
Burtchville
Casco
China
Clay
Clyde
Columbus
Cottrellville
East China
Emmett
Emmett village
Balance of Emmett
Fort Gratiot charter
Grant
Greenwood
Ira
Kenockee
Kimball
Lynn
Marine City
Marine City
Marysville
Marysville
Memphis
Memphis
Mussey
Capac village
Balance of Mussey
Port Huron
Port Huron
Port Huron charter
Richmond
Richmond
Riley
St. Clair
St. Clair
St. Clair
Wales
Yale
Yale
St. Joseph County
Burr Oak village
Centreville village
Colon village
Constantine village
Mendon village
Sturgis
Three Rivers
White Pigeon village
Balance of St. Joseph County
Burr Oak
Burr Oak village
Balance of Burr Oak
Colon
Colon village
Balance of Colon
Constantine
Constantine village
Balance of Constantine
Fabius
Fawn River
Florence
Flowerfield
Leonidas
Lockport
Centreville village (pt.)
Balance of Lockport
Mendon
Mendon village
Balance of Mendon
Mottville
Nottawa
Centreville village (pt.)
Balance of Nottawa
Park
Sherman
Sturgis
Sturgis
Sturgis
Three Rivers
Three Rivers
White Pigeon
White Pigeon village
Balance of White Pigeon
Sanilac County
Applegate village
Brown City
Carsonville village
Croswell
Deckerville village
Forestville village
Lexington village
Marlette
Melvin village
Minden City village
Peck village
Port Sanilac village
Sandusky
Balance of Sanilac County
Argyle
Austin
Bridgehampton
Carsonville village (pt.)
Balance of Bridgehampton
Brown City
Brown City
Buel
Croswell
Croswell
Custer
Delaware
Forestville village
Balance of Delaware
Elk
Peck village
Balance of Elk
Elmer
Evergreen
Flynn
Forester
Fremont
Greenleaf
Lamotte
Lexington
Lexington village
Balance of Lexington
Maple Valley
Marion
Deckerville village
Balance of Marion
Marlette
Marlette
Marlette
Minden
Minden City village
Balance of Minden
Moore
Sandusky
Sandusky
Sanilac
Port Sanilac village
Balance of Sanilac
Speaker
Melvin village
Balance of Speaker
Washington
Applegate village
Carsonville village (pt.)
Balance of Washington
Watertown
Wheatland
Worth
Schoolcraft County
Manistique
Balance of Schoolcraft County
Doyle
Germfask
Hiawatha
Inwood
Manistique
Manistique
Manistique
Mueller
Seney
Thompson
Shiawassee County
Bancroft village
Byron village
Corunna
Durand
Laingsburg
Lennon village (pt.)
Morrice village
New Lothrop village
Ovid
Owosso
Perry
Vernon village
Balance of Shiawassee County
Antrim
Bennington
Burns
Byron village
Balance of Burns
Caledonia charter
Corunna
Corunna
Durand
Durand
Fairfield
Hazelton
New Lothrop village
Balance of Hazelton
Laingsburg
Laingsburg
Middlebury
New Haven
Ovid
Ovid
Owosso
Owosso
Owosso charter
Perry
Perry
Perry
Morrice village
Balance of Perry
Rush
Sciota
Shiawassee
Bancroft village
Balance of Shiawassee
Venice
Lennon village (pt.)
Balance of Venice
Vernon
Vernon village
Balance of Vernon
Woodhull
Tuscola County
Akron village
Caro
Cass City village
Fairgrove village
Gagetown village
Kingston village
Mayville village
Millington village
Reese village (pt.)
Unionville village
Vassar
Balance of Tuscola County
Akron
Akron village (pt.)
Balance of Akron
Almer
Arbela
Caro
Caro
Columbia
Unionville village
Balance of Columbia
Dayton
Mayville village (pt.)
Balance of Dayton
Denmark
Reese village (pt.)
Balance of Denmark
Elkland
Cass City village (pt.)
Balance of Elkland
Ellington
Elmwood
Gagetown village
Balance of Elmwood
Fairgrove
Akron village (pt.)
Fairgrove village
Balance of Fairgrove
Fremont
Mayville village (pt.)
Balance of Fremont
Gilford
Indianfields
Juniata
Kingston
Kingston village (pt.)
Balance of Kingston
Koylton
Kingston village (pt.)
Balance of Koylton
Millington
Millington village
Balance of Millington
Novesta
Cass City village (pt.)
Balance of Novesta
Tuscola
Vassar
Vassar
Vassar
Watertown
Wells
Wisner
Van Buren County
Bangor
Bloomingdale village
Breedsville village
Decatur village
Gobles
Hartford
Lawrence village
Lawton village
Mattawan village
Paw Paw village
South Haven
Balance of Van Buren County
Almena
Antwerp
Lawton village
Mattawan village
Paw Paw village (pt.)
Balance of Antwerp
Arlington
Bangor
Bangor
Bangor
Bloomingdale
Bloomingdale village
Balance of Bloomingdale
Columbia
Breedsville village
Balance of Columbia
Covert
Decatur
Decatur village
Balance of Decatur
Geneva
Gobles
Gobles
Hamilton
Hartford
Hartford
Hartford
Keeler
Lawrence
Lawrence village
Balance of Lawrence
Paw Paw
Paw Paw village (pt.)
Balance of Paw Paw
Pine Grove
Porter
South Haven
South Haven
South Haven charter
Waverly
Washtenaw County
Ann Arbor
Barton Hills village
Chelsea
Dexter
Manchester village
Milan
Saline
Ypsilanti
Balance of Washtenaw County
Ann Arbor
Ann Arbor
Ann Arbor charter
Barton Hills village
Balance of Ann Arbor charter
Augusta charter
Bridgewater
Chelsea
Chelsea
Dexter
Dexter
Dexter
Freedom
Lima
Lodi
Lyndon
Manchester
Manchester village
Balance of Manchester
Milan
Milan
Northfield
Pittsfield charter
Salem
Saline
Saline
Saline
Scio
Sharon
Superior charter
Sylvan
Webster
York charter
Ypsilanti
Ypsilanti
Ypsilanti charter
Wayne County
Allen Park
Belleville
Dearborn
Dearborn Heights
Detroit
Ecorse
Flat Rock
Garden City
Gibraltar
Grosse Pointe
Grosse Pointe Farms
Grosse Pointe Park
Grosse Pointe Woods
Hamtramck
Harper Woods
Highland Park
Inkster
Lincoln Park
Livonia
Melvindale
Northville
Plymouth
River Rouge
Riverview
Rockwood
Romulus
Southgate
Taylor
Trenton
Village of Grosse Pointe Shores
Wayne
Westland
Woodhaven
Wyandotte
Balance of Wayne County
Allen Park
Allen Park
Belleville
Belleville
Brownstown charter
Canton charter
Dearborn
Dearborn
Dearborn Heights
Dearborn Heights
Detroit
Detroit
Ecorse
Ecorse
Flat Rock
Flat Rock
Garden City
Garden City
Gibraltar
Gibraltar
Grosse Ile
Grosse Pointe
Grosse Pointe
Grosse Pointe Farms
Grosse Pointe Farms
Grosse Pointe Park
Grosse Pointe Park
Grosse Pointe Woods
Grosse Pointe Woods
Hamtramck
Hamtramck
Harper Woods
Harper Woods
Highland Park
Highland Park
Huron charter
Inkster
Inkster
Lincoln Park
Lincoln Park
Livonia
Livonia
Melvindale
Melvindale
Northville
Northville
Northville
Plymouth
Plymouth
Plymouth charter
Redford charter
River Rouge
River Rouge
Riverview
Riverview
Rockwood
Rockwood
Romulus
Romulus
Southgate
Southgate
Sumpter
Taylor
Taylor
Trenton
Trenton
Van Buren charter
Village of Grosse Pointe Shores
Village of Grosse Pointe Shores
Wayne
Wayne
Westland
Westland
Woodhaven
Woodhaven
Wyandotte
Wyandotte
Wexford County
Buckley village
Cadillac
Harrietta village
Manton
Mesick village
Balance of Wexford County
Antioch
Mesick village (pt.)
Balance of Antioch
Boon
Harrietta village (pt.)
Balance of Boon
Cadillac
Cadillac
Cedar Creek
Cherry Grove
Clam Lake
Colfax
Greenwood
Hanover
Buckley village
Balance of Hanover
Haring charter
Henderson
Liberty
Manton
Manton
Selma
Slagle
Harrietta village (pt.)
Balance of Slagle
South Branch
Springville
Mesick village (pt.)
Balance of Springville
Wexford
Minnesota
Ada
Adams
Adrian
Afton
Aitkin
Akeley
Albany
Alberta
Albert Lea
Albertville
Alden
Aldrich
Alexandria
Alpha
Altura
Alvarado
Amboy
Andover
Annandale
Anoka
Appleton
Apple Valley
Arco
Arden Hills
Argyle
Arlington
Ashby
Askov
Atwater
Audubon
Aurora
Austin
Avoca
Avon
Babbitt
Backus
Badger
Bagley
Balaton
Barnesville
Barnum
Barrett
Barry
Battle Lake
Baudette
Baxter
Bayport
Beardsley
Beaver Bay
Beaver Creek
Becker
Bejou
Belgrade
Bellechester
Belle Plaine
Bellingham
Beltrami
Belview
Bemidji
Bena
Benson
Bertha
Bethel
Bigelow
Big Falls
Bigfork
Big Lake
Bingham Lake
Birchwood Village
Bird Island
Biscay
Biwabik
Blackduck
Blaine
Blomkest
Blooming Prairie
Bloomington
Blue Earth
Bluffton
Bock
Borup
Bovey
Bowlus
Boyd
Boy River
Braham
Brainerd
Brandon
Breckenridge
Breezy Point
Brewster
Bricelyn
Brooklyn Center
Brooklyn Park
Brook Park
Brooks
Brookston
Brooten
Browerville
Brownsdale
Browns Valley
Brownsville
Brownton
Bruno
Buckman
Buffalo
Buffalo Lake
Buhl
Burnsville
Burtrum
Butterfield
Byron
Caledonia
Callaway
Calumet
Cambridge
Campbell
Canby
Cannon Falls
Canton
Carlos
Carlton
Carver
Cass Lake
Cedar Mills
Center City
Centerville
Ceylon
Champlin
Chandler
Chanhassen
Chaska
Chatfield
Chickamaw Beach
Chisago City
Chisholm
Chokio
Circle Pines
Clara City
Claremont
Clarissa
Clarkfield
Clarks Grove
Clearbrook
Clear Lake
Clearwater
Clements
Cleveland
Climax
Clinton
Clitherall
Clontarf
Cloquet
Coates
Cobden
Cohasset
Cokato
Cold Spring
Coleraine
Cologne
Columbia Heights
Columbus
Comfrey
Comstock
Conger
Cook
Coon Rapids
Corcoran
Correll
Cosmos
Cottage Grove
Cottonwood
Courtland
Cromwell
Crookston
Crosby
Crosslake
Crystal
Currie
Cuyuna
Cyrus
Dakota
Dalton
Danube
Danvers
Darfur
Darwin
Dassel
Dawson
Dayton
Deephaven
Deer Creek
Deer River
Deerwood
De Graff
Delano
Delavan
Delhi
Dellwood
Denham
Dennison
Dent
Detroit Lakes
Dexter
Dilworth
Dodge Center
Donaldson
Donnelly
Doran
Dover
Dovray
Duluth
Dumont
Dundas
Dundee
Dunnell
Eagan
Eagle Bend
Eagle Lake
East Bethel
East Grand Forks
East Gull Lake
Easton
Echo
Eden Prairie
Eden Valley
Edgerton
Edina
Effie
Eitzen
Elba
Elbow Lake
Elgin
Elizabeth
Elko New Market
Elk River
Elkton
Ellendale
Ellsworth
Elmdale
Elmore
Elrosa
Ely
Elysian
Emily
Emmons
Erhard
Erskine
Evan
Evansville
Eveleth
Excelsior
Eyota
Fairfax
Fairmont
Falcon Heights
Faribault
Farmington
Farwell
Federal Dam
Felton
Fergus Falls
Fertile
Fifty Lakes
Finlayson
Fisher
Flensburg
Floodwood
Florence
Foley
Forada
Forest Lake
Foreston
Fort Ripley
Fosston
Fountain
Foxhome
Franklin
Frazee
Freeborn
Freeport
Fridley
Frost
Fulda
Funkley
Garfield
Garrison
Garvin
Gary
Gaylord
Gem Lake
Geneva
Genola
Georgetown
Ghent
Gibbon
Gilbert
Gilman
Glencoe
Glenville
Glenwood
Glyndon
Golden Valley
Gonvick
Goodhue
Goodridge
Good Thunder
Goodview
Graceville
Granada
Grand Marais
Grand Meadow
Grand Rapids
Granite Falls
Grant
Grasston
Greenbush
Greenfield
Green Isle
Greenwald
Greenwood
Grey Eagle
Grove City
Grygla
Gully
Hackensack
Hadley
Hallock
Halma
Halstad
Hamburg
Ham Lake
Hammond
Hampton
Hancock
Hanley Falls
Hanover
Hanska
Harding
Hardwick
Harmony
Harris
Hartland
Hastings
Hatfield
Hawley
Hayfield
Hayward
Hazel Run
Hector
Heidelberg
Henderson
Hendricks
Hendrum
Henning
Henriette
Herman
Hermantown
Heron Lake
Hewitt
Hibbing
Hill City
Hillman
Hills
Hilltop
Hinckley
Hitterdal
Hoffman
Hokah
Holdingford
Holland
Hollandale
Holloway
Holt
Hopkins
Houston
Howard Lake
Hoyt Lakes
Hugo
Humboldt
Hutchinson
Ihlen
Independence
International Falls
Inver Grove Heights
Iona
Iron Junction
Ironton
Isanti
Isle
Ivanhoe
Jackson
Janesville
Jasper
Jeffers
Jenkins
Johnson
Jordan
Kandiyohi
Karlstad
Kasota
Kasson
Keewatin
Kelliher
Kellogg
Kennedy
Kenneth
Kensington
Kent
Kenyon
Kerkhoven
Kerrick
Kettle River
Kiester
Kilkenny
Kimball
Kinbrae
Kingston
Kinney
La Crescent
Lafayette
Lake Benton
Lake Bronson
Lake City
Lake Crystal
Lake Elmo
Lakefield
Lake Henry
Lakeland
Lakeland Shores
Lake Lillian
Lake Park
Lake St. Croix Beach
Lake Shore
Lakeville
Lake Wilson
Lamberton
Lancaster
Landfall
Lanesboro
Laporte
La Prairie
La Salle
Lastrup
Lauderdale
Le Center
Lengby
Leonard
Leonidas
Le Roy
Lester Prairie
Le Sueur
Lewiston
Lewisville
Lexington
Lilydale
Lindstrom
Lino Lakes
Lismore
Litchfield
Little Canada
Little Falls
Littlefork
Long Beach
Long Lake
Long Prairie
Longville
Lonsdale
Loretto
Louisburg
Lowry
Lucan
Luverne
Lyle
Lynd
Mabel
McGrath
McGregor
McIntosh
McKinley
Madelia
Madison
Madison Lake
Magnolia
Mahnomen
Mahtomedi
Manchester
Manhattan Beach
Mankato
Mantorville
Maple Grove
Maple Lake
Maple Plain
Mapleton
Mapleview
Maplewood
Marble
Marietta
Marine on St. Croix
Marshall
Mayer
Maynard
Mazeppa
Meadowlands
Medford
Medicine Lake
Medina
Meire Grove
Melrose
Menahga
Mendota
Mendota Heights
Mentor
Middle River
Miesville
Milaca
Milan
Millerville
Millville
Milroy
Miltona
Minneapolis
Minneiska
Minneota
Minnesota City
Minnesota Lake
Minnetonka
Minnetonka Beach
Minnetrista
Mizpah
Montevideo
Montgomery
Monticello
Montrose
Moorhead
Moose Lake
Mora
Morgan
Morris
Morristown
Morton
Motley
Mound
Mounds View
Mountain Iron
Mountain Lake
Murdock
Myrtle
Nashua
Nashwauk
Nassau
Nelson
Nerstrand
Nevis
New Auburn
New Brighton
Newfolden
New Germany
New Hope
New London
New Munich
Newport
New Prague
New Richland
New Trier
New Ulm
New York Mills
Nicollet
Nielsville
Nimrod
Nisswa
Norcross
North Branch
Northfield
North Mankato
North Oaks
Northome
Northrop
North St. Paul
Norwood Young America
Nowthen
Oakdale
Oak Grove
Oak Park Heights
Odessa
Odin
Ogema
Ogilvie
Okabena
Oklee
Olivia
Onamia
Ormsby
Orono
Oronoco
Orr
Ortonville
Osakis
Oslo
Osseo
Ostrander
Otsego
Ottertail
Owatonna
Palisade
Parkers Prairie
Park Rapids
Paynesville
Pease
Pelican Rapids
Pemberton
Pennock
Pequot Lakes
Perham
Perley
Peterson
Pierz
Pillager
Pine City
Pine Island
Pine River
Pine Springs
Pipestone
Plainview
Plato
Plummer
Plymouth
Porter
Preston
Princeton
Prinsburg
Prior Lake
Proctor
Quamba
Racine
Ramsey
Randall
Randolph
Ranier
Raymond
Red Lake Falls
Red Wing
Redwood Falls
Regal
Remer
Renville
Revere
Rice
Rice Lake
Richfield
Richmond
Richville
Riverton
Robbinsdale
Rochester
Rock Creek
Rockford
Rockville
Rogers
Rollingstone
Roosevelt
Roscoe
Roseau
Rose Creek
Rosemount
Roseville
Rothsay
Round Lake
Royalton
Rush City
Rushford
Rushford Village
Rushmore
Russell
Ruthton
Rutledge
Sabin
Sacred Heart
St. Anthony
St. Anthony
St. Augusta
St. Bonifacius
St. Charles
St. Clair
St. Cloud
St. Francis
St. Hilaire
St. James
St. Joseph
St. Leo
St. Louis Park
St. Martin
St. Marys Point
St. Michael
St. Paul
St. Paul Park
St. Peter
St. Rosa
St. Stephen
St. Vincent
Sanborn
Sandstone
Sargeant
Sartell
Sauk Centre
Sauk Rapids
Savage
Scandia
Scanlon
Seaforth
Sebeka
Sedan
Shafer
Shakopee
Shelly
Sherburn
Shevlin
Shoreview
Shorewood
Silver Bay
Silver Lake
Skyline
Slayton
Sleepy Eye
Sobieski
Solway
South Haven
South St. Paul
Spicer
Springfield
Spring Grove
Spring Hill
Spring Lake Park
Spring Park
Spring Valley
Squaw Lake
Stacy
Staples
Starbuck
Steen
Stephen
Stewart
Stewartville
Stillwater
Stockton
Storden
Strandquist
Strathcona
Sturgeon Lake
Sunburg
Sunfish Lake
Swanville
Taconite
Tamarack
Taopi
Taunton
Taylors Falls
Tenstrike
Thief River Falls
Tintah
Tonka Bay
Tower
Tracy
Trail
Trimont
Trommald
Trosky
Truman
Turtle River
Twin Lakes
Twin Valley
Two Harbors
Tyler
Ulen
Underwood
Upsala
Urbank
Utica
Vadnais Heights
Vergas
Vermillion
Verndale
Vernon Center
Vesta
Victoria
Viking
Villard
Vining
Virginia
Wabasha
Wabasso
Waconia
Wadena
Wahkon
Waite Park
Waldorf
Walker
Walnut Grove
Walters
Waltham
Wanamingo
Wanda
Warba
Warren
Warroad
Waseca
Watertown
Waterville
Watkins
Watson
Waubun
Waverly
Wayzata
Welcome
Wells
Wendell
Westbrook
West Concord
Westport
West St. Paul
West Union
Whalan
Wheaton
White Bear Lake
Wilder
Willernie
Williams
Willmar
Willow River
Wilmont
Wilton
Windom
Winger
Winnebago
Winona
Winsted
Winthrop
Winton
Wolf Lake
Wolverton
Woodbury
Wood Lake
Woodland
Woodstock
Worthington
Wrenshall
Wright
Wykoff
Wyoming
Zemple
Zimmerman
Zumbro Falls
Zumbrota
Aitkin County
Aitkin
Hill City
McGrath
McGregor
Palisade
Tamarack
Balance of Aitkin County
Aitkin
Aitkin
Aitkin
Ball Bluff
Balsam
Beaver
Clark
Cornish
Davidson UT
Farm Island
Fleming
Glen
Haugen
Hazelton
Hill City
Hill City
Hill Lake
Idun
Jevne
Jewett UT
Kimberly
Lakeside
Lee
Libby
Logan
McGrath
McGrath
McGregor
McGregor
McGregor
Macville
Malmo
Millward
Morrison
Nordland
Northeast Aitkin UT
Northwest Aitkin UT
Palisade
Palisade
Pliny
Rice River
Salo
Seavey
Shamrock
Spalding
Spencer
Tamarack
Tamarack
Turner
Verdon
Wagner
Waukenabo
Wealthwood
White Pine
Williams
Workman
Anoka County
Andover
Anoka
Bethel
Blaine
Centerville
Circle Pines
Columbia Heights
Columbus
Coon Rapids
East Bethel
Fridley
Ham Lake
Hilltop
Lexington
Lino Lakes
Nowthen
Oak Grove
Ramsey
St. Francis
Spring Lake Park
Balance of Anoka County
Andover
Andover
Anoka
Anoka
Bethel
Bethel
Blaine
Blaine
Centerville
Centerville
Circle Pines
Circle Pines
Columbia Heights
Columbia Heights
Columbus
Columbus
Coon Rapids
Coon Rapids
East Bethel
East Bethel
Fridley
Fridley
Ham Lake
Ham Lake
Hilltop
Hilltop
Lexington
Lexington
Lino Lakes
Lino Lakes
Linwood
Nowthen
Nowthen
Oak Grove
Oak Grove
Ramsey
Ramsey
St. Francis
St. Francis
Spring Lake Park
Spring Lake Park
Becker County
Audubon
Callaway
Detroit Lakes
Frazee
Lake Park
Ogema
Wolf Lake
Balance of Becker County
Atlanta
Audubon
Audubon
Audubon
Burlington
Callaway
Callaway
Callaway
Carsonville
Cormorant
Cuba
Detroit
Detroit Lakes
Detroit Lakes
Eagle View
Erie
Evergreen
Forest
Frazee
Frazee
Green Valley
Hamden
Height of Land
Holmesville
Lake Eunice
Lake Park
Lake Park
Lake Park
Lake View
Maple Grove
Ogema
Ogema
Osage
Pine Point
Riceville
Richwood
Round Lake
Runeberg
Savannah
Shell Lake
Silver Leaf
Spring Creek
Spruce Grove
Sugar Bush
Toad Lake
Two Inlets
Walworth
White Earth
Wolf Lake
Wolf Lake
Wolf Lake
Beltrami County
Bemidji
Blackduck
Funkley
Kelliher
Solway
Tenstrike
Turtle River
Wilton
Balance of Beltrami County
Alaska
Battle
Bemidji
Bemidji
Bemidji
Benville
Birch
Blackduck
Blackduck
Brook Lake UT
Buzzle
Cormant
Durand
Eckles
Frohn
Funkley
Funkley
Grant Valley
Hagali
Hamre
Hines
Hornet
Jones
Kelliher
Kelliher
Kelliher
Lammers
Langor
Lee
Liberty
Lower Red Lake UT
Maple Ridge
Minnie
Moose Lake
Nebish
North Beltrami UT
Northern
O'Brien
Port Hope
Quiring
Roosevelt
Shooks
Shotley
Shotley Brook UT
Solway
Solway
Spruce Grove
Steenerson
Sugar Bush
Summit
Taylor
Ten Lake
Tenstrike
Tenstrike
Turtle Lake
Turtle River
Turtle River
Turtle River
Upper Red Lake UT
