,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
10836,,100000,97000,95305,,"University of Nebraska Medical Center, Omaha, NE, for the NEED-IT program for statewide lung cancer screenings",Omaha,,NE,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,"Hagel; Nelson, Ben",R; D,NE; NE,,,,,0
10837,,573000,0,0,,"Cormorant and Pelican Control, to continue telemetry and population dynamics studies and operations to develop environmentally and economically sustainable methods to help catfish farmers manage cormorant and pelican populations.",,,UNK,Ag-Rural Development-FDA,Agriculture,Pest and Disease Management,,,,,,,,,,,,In Senate bill; not included in final bill,0
10838,19000000,35000000,,20000000,,Joint short-range ballistic missile defense,,,UNK,Defense,RDTE,Defense Wide,Ballistic Missile Defense Terminal Defense Segment,,,,,Bond; Kyl; Lott; Mikulski; Sessions,R; R; R; D; R,MO; AZ; MS; MD; AL,,,,,0
10839,,75000,71000,71000,,Miami Harbor,,,FL,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10840,,2000000,,1786000,,"University of Nebraska, establishment of degree program in space and telecommunications law",Lincoln,,NE,"Commerce, Justice & Science",Science,NASA,,,,,,"Nelson, Ben",D,NE,,,,,0
10841,,300000,292000,286899,,"Community Hospital TeleHealth Consortium, Lake Charles, LA for a telehealth initiative",Lake Charles,,LA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Boustany,R,LA,,Landrieu; Vitter,D; R,LA; LA,,,,,0
10842,,1594000,1449000,1449000,,Council Grove Lake,,,KS,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10843,100000,,97000,95305,,"Easter Seals Arc of Northeast Indiana, Inc., Fort Wayne, IN for the Production and Worker Training Services program",Fort Wayne,,IN,Labor-HHS-Education,Department of Labor ,Employment and Training Administration ,,Souder,R,IN,3rd,,,,,,,,0
10844,150000,,250000,245000,,"Western States Black Research & Education Center, for renovation and build out of the Mayme Clayton Library",Culver City,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Watson,D,CA,33,,,,,,,,0
10845,,105000,97000,95000,105000,Delaware Bay Coastline; Roosevelt Inlet to Lewis Beach,,,DE,Energy & Water,Corps of Engineers,"Construction, General",,,,,,Biden; Carper,D; D,DE; DE,President and Member(s),,,,0
10846,2189000,1500000,1642000,1631000,,Pierce's Disease (CA),,,CA,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,"Farr; McCarthy, Kevin; Radanovich; Thompson, Mike",D; R; R; D,CA; CA; CA; CA,,Boxer; Feinstein,D; D,CA; CA,,,,,0
10847,,2410000,,2410000,2410000,Reserve Center Additions,Quantico,,VA,Military Construction,Military Construction Project Listing,Navy Reserve,,,,,,Warner; Webb,R; D,VA; VA,President and Member(s),,,,0
10848,,3000000,2854000,2808000,0,San Ramon Valley Recycled Water,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,McNerney; Tauscher,D; D,CA; CA,,Feinstein,D,CA,,,,,0
10849,,,0,0,2900000,Western Taxiway,Djibouti,,INT,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,Djibouti,0
10850,2500000,,,2000000,,Detection of Biological Agents in Water,Detroit; East Syracuse,,MI; NY,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program,Kilpatrick; Walsh,D; R,MI; NY,,Clinton; Levin; Schumer; Stabenow,D; D; D; D,NY; MI; NY; MI,,,Wayne State University; Source Sentinel LLC.,,0
10851,438066,,438000,435000,,"Poultry Diseases, Beltsville, MD",Beltsville,,MD,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,Hoyer,D,MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
10852,,1500000,,1339500,,"Southern New England Cooperative Research Initiative, cooperative research and monitoring projects in southern New England, Commercial Fisheries Research Foundation",Narragansett,,RI,"Commerce, Justice & Science",Department of Commerce,NOAA; NMFS,,,,,,Reed,D,RI,,,,,0
10853,100000,,,305500,,"Westfield State College, MA Law Enforcement Training Program",,,MA,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Neal,D,MA,,,,,,,,,0
10854,,5523000,5192000,5192000,,Detroit River,,,MI,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Levin; Stabenow,D; D,MI; MI,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10855,500000,,1000000,980000,,Illinois Route 120 Corridor,,Lake,IL,Transportation and Housing & Urban Development,Transportation,FHWA; Transportation and Community and System Preservation,,Bean,D,IL,,,,,,,,,0
10856,1000000,,,1000000,,Light Utility Vehicle,El Cajon,,CA,Defense,RDTE,Army,Combat Vehicle and Automotive Technology,Hunter,R,CA,,,,,,,"Chenowth Racing Prouducts, INC",,0
10857,,1000000,,1000000,,Semi-Submersible UUV,,,UNK,Defense,RDTE,Navy,Air/Ocean Tactical Applications,,,,,Vitter,R,LA,,,,,0
10858,,3475000,2725000,2681000,,"University of Nevada, Reno, Center for Materials Reliability (NV)",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,0
10859,1250000,,,1175000,,Development of Photovoltaic Capacity at Plum Brook Station,Sandusky,,OH,"Commerce, Justice & Science",Science,NASA,,Kaptur,D,OH,,,,,,,,,0
10860,4760000,,4760000,4664800,4760000,Memphis Air Traffic Control Facilities,Memphis,,TN,Transportation and Housing & Urban Development,Transportation,FAA; Towers,,,,,,,,,President-Solo,,,,0
10861,,,1000000,984000,,"University of Nevada, Reno, Fire Science Academy at Elko",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,0
10862,2000000,2000000,,2000000,,"Development of a Robust, Mobile Multispectral Fingerprint Capture Device Employing Multispectral Imaging",Albuquerque,,NM,Defense,RDTE,Army,Concepts Experimentation Program,"Wilson, Heather",R,NM,1,Bingaman; Domenici,D; R,NM; NM,,,Lumidigm,,0
10863,500000,,487000,478492,,"Our Piece of the Pie, Hartford, CT for education and employment services for out-of-school youth",Hartford,,CT,Labor-HHS-Education,Department of Labor ,Employment and Training Administration ,,Larson,D,CT,1st,Dodd; Lieberman,D; I,CT; CT,,,,,0
10864,150000,,150000,147000,,"Valley Family Center, For construction and build out of a family center",San Fernando,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Berman,D,CA,,,,,,,,,0
10865,,1500000,1311000,1288097,,"Washington State University, Spokane, WA, for construction and equipment at the College of Nursing",Seattle,,WA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Cantwell; Murray,D; D,WA; WA,,,,,0
10866,,1000000,,800000,,Digital Data High Quality Recorder,,,UNK,Defense,RDTE,Defense Wide,Defense Geospatial-Intelligence Program,,,,,Brownback,R,KS,,,,,0
10867,50000,,,117500,,"South River, NJ Hand Held Radio Replacement",South River,,NJ,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Holt,D,NJ,,,,,,,,,0
10868,,21999000,20682000,20682000,,St. Mary's River,,,MI,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Levin; Stabenow,D; D,MI; MI,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10869,,3000000,2000000,1968000,0,"University of Nevada, To the Department of Civil and Environmental Engineering for continued expansion of James E. Rogers and Louis Weiner Jr. Large-Scale Structures Laboratory",Reno,,NV,Energy & Water,Department of Energy,Defense Environmental Cleanup,,,,,,Reid,D,NV,,,,,0
10870,250000,,,446500,,"Davidson County Mental Health Court, Nashville, TN",Nashville,Davidson,TN,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Cooper,D,TN,,Alexander,R,TN,,,,,0
10871,4000000,,,3200000,,Digital Deployed Training Campus (DDTC) for the Air National Guard,New York ,,NY,Defense,Other Procurement,Air Force,Standard Boats,Maloney,D,NY,14,,,,,,L-3 Communications,,0
10872,,250000,146000,143449,,"New Hampshire Community Technical College System, Concord, NH, to standardize technology and learning across seven community colleges",Concord,,NH,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Gregg,R,NH,,,,,0
10873,,400000,330000,324235,,"University of New Hampshire, Manchester Campus, Manchester, NH, to expand business and high technology academic programs",Manchester,,NH,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Sununu,R,NH,,,,,0
10874,100000,,97000,95305,,"Dodge County Hospital, Eastman, GA for facilities and equipment",Eastman,,GA,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Marshall,D,GA,8,,,,,,,,0
10875,,2550000,2397000,2397000,,Marina Del Rey,,,CA,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Feinstein,D,CA,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10876,1000000,,,1000000,,Simulated Virtual Prototype Environment Development,Alexandria,,VA,Defense,RDTE,Defense Wide,Weapons of Mass Destruction Defeat Technologies,"Moran, James",D,VA,,,,,,,Alion Science and Technology Corp.,,0
10877,150000,,150000,147000,,"Washington Technology Center for construction, renovation, and build out of a technology center",Seattle,,WA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Baird,D,WA,,Cantwell; Murray,D; D,WA; WA,,,,,0
10878,,23910000,,23910000,23910000,EA-18G Facility Improvements,Whidbey Island,,WA,Military Construction,Military Construction Project Listing,Navy,,,,,,Cantwell; Murray,D; D,WA; WA,President and Member(s),,,,0
10879,,300000,,250000,,"Mitchell College of Business, Business Library and Career Resource Center",Mobile,,AL,Financial Services,Small Business Administration,Salaries and Expenses,,,,,,Shelby,R,AL,,,,,0
10880,,,,810000,,Pajaro Valley Community Health Trust,,,CA,Homeland Security,General Provisions,,,Farr,D,CA,,,,,,,,Section 560 of General Provisions,0
10881,,3750000,3656000,3592130,,"University of New Mexico, Albquerque, NM, for construction, renovation, and equipment",Albuquerque,,NM,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Domenici,R,NM,,,,,0
10882,500000,,500000,490000,,"Bemidji Regional Airport, terminal modernization/expansion",,,MN,Transportation and Housing & Urban Development,Transportation,FAA; Airport Improvement Program,,"Peterson, Collin",D,MN,,,,,,,,,0
10883,,200000,200000,196000,,"East Baltimore Development, Inc. (EBDI), to provide for workforce development, clean and safe programs, and infrastructure improvements",Baltimore,,MD,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Cummings,D,MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
10884,,,400000,397000,,For the repair or replacement of the Nogales Wash Flood Control Project and International Outfall Interceptor,Nogales,,AZ,State-Foreign Ops,Department of State,"International Boundary and Water Commission, United States and Mexico; Construction",,,,,,,,,President-Solo & Und.,,,,0
10885,,1994000,1875000,1875000,,R D Bailey Lake,,,WV,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10886,200000,,292000,286899,,"University of New Mexico, Albuquerque, NM for the American Indian Language Policy Research and Teacher Training Center",Albuquerque,,NM,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,"Wilson, Heather",R,NM,1,Domenici,R,NM,,,,,0
10887,,500000,438000,430348,,"Council Bluffs Early Learning Resource Center, Council Bluffs, IA, for the FAMILY program",Council Bluffs,,IA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Harkin,D,IA,,,,,0
10888,1000000,,,800000,,Early Responders Distance Learning Center (ERDLC); Scenario and Incident Based Port Security Training,Philadelphia ,,PA,Defense,RDTE,Defense Wide,Combating Terrorism Technology Support,"Brady, Robert",D,PA,,,,,,,"Early Responders Distance Learning Center, St. Joseph's University",,0
10889,,1824000,1824000,1824000,,Trinidad Lake,,,CO,Energy & Water,Corps of Engineers,Operation & Maintenance,,Salazar,D,CO,,Allard; Salazar,R; D,CO; CO,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
10890,,65000,,58045,,"University of Delaware, Newark, DE, to conduct a statewide survey of delinquent and high risk youth behaviors",Newark,,DE,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,,,,,Biden; Carper,D; D,DE; DE,,,,,0
10891,3000000,,,3000000,,Facility Security Using Tactical Surveys,San Bernardino,,CA,Defense,RDTE,Defense Wide,Combating Terrorism Technology Support,"Lewis, Jerry",R,CA,41,,,,,,Tactical Survey Group ,,0
10892,,300000,,267900,,"Laguna Pueblo Integrated Justice Center, for law enforcement, courts, detention equipment and operations",Mescalero,,NM,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,,,,,Bingaman,D,NM,,,,,0
10893,225000,,243000,238755,,"University of North Alabama, Florence, AL for facilities and equipment for a science building",Florence,,AL,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Cramer,D,AL,5,Shelby,R,AL,,,,,0
10894,1000000,2000000,,1600000,,Fully Integrated Solar Powered Interior Lighting Technology,Bowling Green,,OH,Defense,RDTE,Air Force,Defense Research Sciences,Gillmor; Kaptur,R; D,OH; OH,,Brown; Voinovich,D; R,OH; OH,,,Bowling Green State University,,0
10895,,,,1000000,,Lehman College,,,NY,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Serrano,D,NY,,,,,,,,,0
10896,,300000,300000,295000,,The City of Clinton for wastewater treatment plant construction project,Clinton,,IA,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Braley,D,IA,1,Grassley; Harkin,R; D,IA; IA,,,,,0
10897,,350000,,282000,,"University of North Alabama, Florence, AL, criminal justice outreach initiatives",Florence,,AL,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,,,,,Shelby,R,AL,,,,,0
10898,,750000,750000,738000,0,City of Chula Vista - Alternative Fuels Pilot Project,Chula Vista,,CA,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Filner,D,CA,,Boxer,D,CA,,,,,0
10899,3000000,800000,,2400000,,Cyber Security Defend and Attack Exercise,San Antonio,,TX,Defense,RDTE,Air Force,Information Systems Security Program,Rodriguez,D,TX,,,,,,,University of Texas at San Antonio ,,0
10900,,15490000,0,0,15490000,Full Length Taxiway,Djibouti,,INT,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,Djibouti,0
10901,,700000,570000,560042,,"University of North Carolina at Chapel Hill with East Carolina University, Chapel Hill, North Carolina, for the Program in Racial Disparities in Cardiovascular Disease",Chapel Hill,,NC,Labor-HHS-Education,Department of Health and Human Services,Centers for Disease Control and Prevention ,,Watt,D,NC,12,Dole,R,NC,,,,,0
10902,,500000,500000,496000,500000,George Mitchell Fellowship Program,Arlington,,VA,State-Foreign Ops,Department of State,Educational and Cultural Exchange Programs; Special Academic Exchanges,,,,,,,,,President-Solo & Und.,,,Run by the U.S. Ireland Alliance,0
10903,,100000,82000,80567,,"Metro Health, Cleveland, OH, for The Northeast Ohio Senior Health and Weiiness Center",Cleveland,,OH,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Voinovich,R,OH,,,,,0
